"sampling_date","t","coral_id","sample_id","bag_number","state","filename"
"03.08.23","2","TSML27","2TSML27P",75,"extracted","2023_08_03_2TSML27_P8030245_JPG.rf.7ed1cf9023210ccbbfa2463489b86156.jpg"
"03.08.23","2","TSPL07","2TSPL07P",79,"extracted","2023_08_03_2TSPL07_P8030265_JPG.rf.ea965331305d4e43e3e3a83d03de81a0.jpg"
"04.08.23","2","ESAL16","2ESAL16P",112,"to do","2023_08_04_2ESAL16_P8040455_JPG.rf.4881ba774f6aa960a2b22707bf9798bb.jpg"
"04.08.23","2","ESAL19","2ESAL19P",109,"to do","2023_08_04_2ESAL19_P8040439_JPG.rf.734f0009e98fb1b7c6adab3ee1c03b20.jpg"
"04.08.23","2","ESML04","2ESML04P",106,"extracted","2023_08_04_2ESML04_P8040425_JPG.rf.f7c8efd055f3b4e60a192639bd966a56.jpg"
"04.08.23","2","ESML05","2ESML05P",101,"to do","2023_08_04_2ESML05_P8040390_JPG.rf.1617338259ca28d7eea7febd169a5c56.jpg"
"04.08.23","2","ESML09","2ESML09P",100,"to do","2023_08_04_2ESML09_P8040387_JPG.rf.f95316c7820a43c3af207fc9d53379e0.jpg"
"04.08.23","2","ESPL02","2ESPL02P",94,"to do","2023_08_04_2ESPL02_P8040356_JPG.rf.eaf7b28802adeedad62d3bf903c1cb6b.jpg"
"04.08.23","2","ESPL04","2ESPL04P",105,"to do","2023_08_04_2ESPL04_P8040417_JPG.rf.0231341f7e4a6f05157737073db6c230.jpg"
"04.08.23","2","ESPL10","2ESPL10P",93,"extracted","2023_08_04_2ESPL10_P8040349_JPG.rf.ff5cb5d6ca085b5fbf7158292e11f1eb.jpg"
"04.08.23","2","ESPL16","2ESPL16P",110,"to do","2023_08_04_2ESPL16_P8040445_JPG.rf.4e470e8e3e0adfaf27df907e9b8c329a.jpg"
"04.08.23","2","ESPL20","2ESPL20P",92,"extracted","2023_08_04_2ESPL20_P8040344_JPG.rf.9dbfe7a2d7aec225fd289a629fa9c33c.jpg"
"04.08.23","2","ESPL21","2ESPL21P",99,"to do","2023_08_04_2ESPL21_P8040378_JPG.rf.1b311db69d0c5a647830712975e8480e.jpg"
"04.08.23","2","ESPL30","2ESPL30P",115,"to do","2023_08_04_2ESPL30_P8040471_JPG.rf.adf626adc52d3affc063369cf24a0147.jpg"
"04.08.23","2","ESPL32","2ESPL32P",108,"to do","2023_08_04_2ESPL32_P8040433_JPG.rf.9be00b0829a5d200cd3664655972ff38.jpg"
"04.08.23","2","ESPL34","2ESPL34P",111,"to do","2023_08_04_2ESPL34_P8040449_JPG.rf.75274dd8102e96519631cf09ceac0d6c.jpg"
"07.08.23","2","TSML13","2TSML13P",144,"extracted","2023_08_07_2TSML13_P8222021_JPG.rf.7b81f0a3e50422ff0ebe85fd6149938c.jpg"
"07.08.23","2","TSML14","2TSML14P",145,"extracted","2023_08_07_2TSML14_P8222016_JPG.rf.d497f75452c94addb160807a21c446c4.jpg"
"07.08.23","2","TSML16","2TSML16P",157,"extracted","2023_08_07_2TSML16_P8221993_JPG.rf.331b48903e222d6ba7af4990e6319593.jpg"
"07.08.23","2","TSML20","2TSML20P",139,"extracted","2023_08_07_2TSML20_P8232187_JPG.rf.05a8bd6f70a415e69ff3b8364cd72aea.jpg"
"07.08.23","2","TSML21","2TSML21P",133,"extracted","2023_08_07_2TSML21_P8232217_JPG.rf.fea46e266466b9c96f3a892faf078976.jpg"
"11.08.23","2","2TSML32","2TSML32P",254,"to do","2023_08_11_2TSML32_P8111214_JPG.rf.8ad51e6c0792d15d0ecefd8183d62638.jpg"
"14.08.23","2","TSML09","2TSML09P",294,"to do","2023_08_14_2TSML09_P8141422_JPG.rf.a718198b9ae0488093c5decf71653cb4.jpg"
"07.08.23","2","TSPL14","2TSPL14P",151,"extracted","2023_08_07_2TSPL14_P8232145_JPG.rf.226d1cf8cc363aaf79e1c73868fc5211.jpg"
"08.08.23","2","TSML17","2TSML17P",175,"extracted","2023_08_08_2TSML17_P8080783_JPG.rf.de6f8c90369f36c1985db371f98626cb.jpg"
"08.08.23","2","TSML18","2TSML18P",169,"extracted","2023_08_08_2TSML18_P8080756_JPG.rf.de90c5a2fc5cef1c9db03bc1ceb6053e.jpg"
"08.08.23","2","TSML19","2TSML19P",174,"extracted","2023_08_08_2TSML19_P8080782_JPG.rf.c29040f2db6ae8de2be95f7220705987.jpg"
"08.08.23","2","TSPL03","2TSPL03P",182,"to do","2023_08_08_2TSPL03_P8080812_JPG.rf.49ab611f8b01ac86ce8777ba0ed2e714.jpg"
"08.08.23","2","TSPL04","2TSPL04P",160,"extracted","2023_08_08_2TSPL04_P8080718_JPG.rf.5bf9e2c8fb308e90d53d0b3c389a3ca8.jpg"
"08.08.23","2","TSPL05","2TSPL05P",163,"extracted","2023_08_08_2TSPL05_P8080730_JPG.rf.dff3ef7428af555c4f0be3a20bcbe62e.jpg"
"08.08.23","2","TSPL12","2TSPL12P",162,"extracted","2023_08_08_2TSPL12_P8080724_JPG.rf.c22165bb3d1d7f71875d309d8b8cd664.jpg"
"08.08.23","2","TSPL15","2TSPL15P",184,"extracted","2023_08_08_2TSPL15_P8080822_JPG.rf.5d53aa39357e84d50ed7a180eaf9ddf5.jpg"
"08.08.23","2","TSPL22","2TSPL22P",187,"extracted","2023_08_08_2TSPL22_P8080835_JPG.rf.9ab6bd7ddeefd1ec8b2e6f884cc56aaf.jpg"
"08.08.23","2","TSPL23","2TSPL23P",188,"extracted","2023_08_08_2TSPL23_P8080838_JPG.rf.b75e06a88c66c623309be8f9e5ba3dc8.jpg"
"08.08.23","2","TSPL24","2TSPL24P",186,"extracted","2023_08_08_2TSPL24_P8080829_JPG.rf.6aa5d00b83cff9e06045028a6ad140db.jpg"
"08.08.23","2","TSPL32","2TSPL32P",177,"extracted","2023_08_08_2TSPL32_P8080794_JPG.rf.fc731654a8b435237f332e3a05d5431a.jpg"
"08.08.23","2","TSPL38","2TSPL38P",167,"extracted","2023_08_08_2TSPL38_P8080753_JPG.rf.cedc2bcef81892cf001c0e6e8cdd93f7.jpg"
"09.08.23","2","ESAL15","2ESAL15P",216,"to do","2023_08_09_2ESAL15_P8090982_JPG.rf.8fc1d472df1d98c3088c73752c267257.jpg"
"09.08.23","2","ESAL26","2ESAL26P",225,"to do","2023_08_09_2ESAL26_P8091027_JPG.rf.59b1c8b44643859036e301ee6fa90123.jpg"
"09.08.23","2","ESAL27","2ESAL27P",223,"to do","2023_08_09_2ESAL27_P8091019_JPG.rf.e87cf0bc8fb91a827a5348ad3de2118a.jpg"
"09.08.23","2","ESAL28","2ESAL28P",224,"to do","2023_08_09_2ESAL28_P8091024_JPG.rf.9cada05a464f984cb209c13f214fb58c.jpg"
"09.08.23","2","ESAL33","2ESAL33P",212,"to do","2023_08_09_2ESAL33_P8090953_JPG.rf.a5c9c55b410fad53daae4bf05fb8dbdb.jpg"
"09.08.23","2","ESAL35","2ESAL35P",219,"to do","2023_08_09_2ESAL35_P8090992_JPG.rf.308839383d2b1abd18a1eba4e28c6e44.jpg"
"09.08.23","2","ESML01","2ESML01P",208,"to do","2023_08_09_2ESML01_P8090936_JPG.rf.9b74ba04db1e3355a4ab81055f29da1a.jpg"
"09.08.23","2","ESML02","2ESML02P",209,"to do","2023_08_09_2ESML02_P8090939_JPG.rf.61366d74642621380051eb7a52278345.jpg"
"09.08.23","2","ESML03","2ESML03P",191,"to do","2023_08_09_2ESML03_P8090858_JPG.rf.1f4f20af3767d069b8554f33ca8a59bf.jpg"
"09.08.23","2","ESML13","2ESML13P",204,"extracted","2023_08_09_2ESML13_P8090918_JPG.rf.749c8eba1a4e88a1c73a2b6afe404a9d.jpg"
"09.08.23","2","ESPL08","2ESPL08P",198,"to do","2023_08_09_2ESPL08_P8090887_JPG.rf.12e59e3c2f94b6335d7861ed575aceee.jpg"
"10.08.23","2","ESAL01","2ESAL01P",250,"extracted","2023_08_10_2ESAL01_P8101179_JPG.rf.dee014e96d56ff0362bdaeb5d5a86e4d.jpg"
"10.08.23","2","ESAL02","2ESAL02P",242,"to do","2023_08_10_2ESAL02_P8101141_JPG.rf.f2cf08211ba06c5f1ce1365bfe774332.jpg"
"10.08.23","2","ESAL03","2ESAL03P",246,"to do","2023_08_10_2ESAL03_P8101160_JPG.rf.22a33d112551f5768a0dce090495822e.jpg"
"10.08.23","2","ESAL04","2ESAL04P",249,"to do","2023_08_10_2ESAL04_P8101174_JPG.rf.64032b72c727aecadbd878f4119bd58c.jpg"
"10.08.23","2","ESAL05","2ESAL05P",243,"to do","2023_08_10_2ESAL05_P8101147_JPG.rf.003d75fc5748fe0095d67c1bafc9ff3b.jpg"
"10.08.23","2","ESAL06","2ESAL06P",241,"to do","2023_08_10_2ESAL06_P8101133_JPG.rf.a348a793bd6e9b3467d35cc6b50010b1.jpg"
"10.08.23","2","ESAL08","2ESAL08P",234,"to do","2023_08_10_2ESAL08_P8111296_JPG.rf.e458848e9301ea931e7bb734c70a3d95.jpg"
"10.08.23","2","ESAL20","2ESAL20P",235,"to do","2023_08_10_2ESAL20_P8101101_JPG.rf.48948bb62a4339ed195b2480e4d6b96e.jpg"
"10.08.23","2","ESAL29","2ESAL29P",233,"to do","2023_08_10_2ESAL29_P8101098_JPG.rf.22440acdc16ed286fc2f9d7551187e29.jpg"
"10.08.23","2","ESML07","2ESML07P",205,"to do","2023_08_09_2ESML07_P8090921_JPG.rf.763ee8b678d6f40fa79133ffab6d609d.jpg"
"10.08.23","2","ESML21","2ESML21P",248,"to do","2023_08_10_2ESML21_P8101169_JPG.rf.6ba43b9464eb6c1d3822e71fa6c26f5f.jpg"
"10.08.23","2","ESML24","2ESML24P",240,"to do","2023_08_10_2ESML24_P8101125_JPG.rf.e713279b5b9d99246975e14aece36ed7.jpg"
"10.08.23","2","ESML25","2ESML25P",237,"to do","2023_08_10_2ESML25_P8101111_JPG.rf.626ad0abbc7e17fab0a18526f4cb7d97.jpg"
"10.08.23","2","ESML26","2ESML26P",236,"to do","2023_08_10_2ESML26_P8101107_JPG.rf.3ec1be787664f9520452dcbf2f07ebb3.jpg"
"11.08.23","2","TSPL34","2TSPL34P",256,"to do","2023_08_11_2TSPL34_P8111219_JPG.rf.edde69429d9feb0a847a96b22209f1ea.jpg"
"14.08.23","2","TSAL38","2TSAL38P",293,"to do","2023_08_14_2TSAL38_P8141418_JPG.rf.9e80a7e96562a07fe672bd529e360268.jpg"
"14.08.23","2","TSPL17","2TSPL17P",278,"extracted","2023_08_14_2TSPL17_P8141334_JPG.rf.7147db8c403e559212f84da805174ed7.jpg"
"14.08.23","2","TSPL18","2TSPL18P",281,"extracted","2023_08_14_2TSPL18_P8141348_JPG.rf.27f5efb7c09ba73e2c075b52c5ea1584.jpg"
"14.08.23","2","TSPL20","2TSPL20P",274,"extracted","2023_08_14_2TSPL20_P8141314_JPG.rf.4490a3f94a9ebe2209784fba1d844715.jpg"
"14.08.23","2","TSPL21","2TSPL21P",282,"extracted","2023_08_14_2TSPL21_P8141359_JPG.rf.e31189dba7bacbdc647fc238287c6acb.jpg"
"14.08.23","2","TSPL39","2TSPL39P",279,"extracted","2023_08_14_2TSPL39_P8141338_JPG.rf.6539ac8ee5076770efa363d2eeb6d9a8.jpg"
"14.08.23","2","TSPL41","2TSPL41P",286,"to do","2023_08_14_2TSPL41_P8141384_JPG.rf.dcec078b253b28006b65e377cfa3982a.jpg"
"14.08.23","2","TSPL42","2TSPL42P",287,"to do","2023_08_14_2TSPL42_P8141390_JPG.rf.52f9b18ef1f3011bae1af5a699075e4f.jpg"
"15.08.23","2","ESML23","2ESML23P",296,"extracted","2023_08_15_2ESML23_P8151443_JPG.rf.fc9139110fc7ab898c0120eacaf872fe.jpg"
"15.08.23","2","ESML32","2ESML32P",307,"extracted","2023_08_15_2ESML32_P8151511_JPG.rf.c63c3993e56a81a7dbb3abd58bc087d1.jpg"
"21.08.23","2","TSAL39","2TSAL39P",370,"extracted","2023_08_21_2TSAL39_P8211883_JPG.rf.ca7a05a59725fcf1cf65a85988a38e94.jpg"
"21.08.23","2","TSAL40","2TSAL40P",372,"extracted","2023_08_21_2TSAL40_P8211891_JPG.rf.d59e9ca2fbfd9762b77b6fc76af34a34.jpg"
"22.08.23","2","TSML34","2TSML34P",406,"extracted","2023_08_22_2TSML34_P8221967_JPG.rf.b669b9abf47755865dad29ddfd30564f.jpg"
"22.08.23","2","TSML35","2TSML35P",384,"extracted","2023_08_22_2TSML35_P8221971_JPG.rf.60e71516550459fd7e65651c93338944.jpg"
"22.08.23","2","TSML36","2TSML36P",385,"extracted","2023_08_22_2TSML36_P8221976_JPG.rf.3dd324421285d46e5222630dd4c26ea7.jpg"
"22.08.23","2","TSML37","2TSML37P",386,"extracted","2023_08_22_2TSML37_P8221978_JPG.rf.dd2fce78faecbc6455330ced2642b927.jpg"
"22.08.23","2","TSML38","2TSML38P",387,"extracted","2023_08_22_2TSML38_P8221985_JPG.rf.8c8cc5479aa89eab5c9c74d231b466df.jpg"
"22.08.23","2","TSML39","2TSML39P",388,"extracted","2023_08_22_2TSML39_P8221990_JPG.rf.72ff16ea40f945afc52782e44d47c2c1.jpg"
"22.08.23","2","TSML40","2TSML40P",389,"extracted","2023_08_22_2TSML40_P8232177_JPG.rf.a209c461331a9a8b7d07bd2549e79b1a.jpg"
"23.08.23","2","TSAL41","2TSAL41P",407,"extracted","2023_08_23_2TSAL41_P8232219_JPG.rf.c2cfcfcd2c8012ba14ba3d577307470d.jpg"
"23.08.23","2","TSAL42","2TSAL42P",408,"to do","2023_08_23_2TSAL42_P8232225_JPG.rf.9cdf5c80fb1db2198496a13f16ed73d3.jpg"
"23.08.23","2","TSAL43","2TSAL43P",409,"to do","2023_08_23_2TSAL43_P8232228_JPG.rf.49277aa05d1f406529ace8c1cb52124b.jpg"
"29.08.23","2","TSAL44","2TSAL44P",449,"to do","2023_08_29_2TSAL44_P8292432_JPG.rf.8771d2df36fa12c1b8195239975453ed.jpg"
"29.08.23","2","TSAL45","2TSAL45P",451,"to do","2023_08_29_2TSAL45_P8292441_JPG.rf.edf41a25859f68b75081a8572dab17c0.jpg"
"29.08.23","2","TSML44","2TSML44P",472,"extracted","2023_08_29_2TSML44_P8292492_JPG.rf.314e21ba93425ed47d3a846f5fb8e1f6.jpg"
"11.08.23","2","ESPL26","2ESPL26P",270,"to do","2023_08_11_2ESPL26_P8111280_JPG.rf.c570b133bb8427ed87efccc5d0b5a88b.jpg"
"19.03.24","B","TSAL49","BTSAL49P",19,"to do","2024_03_19_BTSAL49_P3191186_JPG.rf.49f9060b740c70840d137fbe2269f281.jpg"
"19.03.24","B","TSAL50","BTSAL50P",10,"to do","2024_03_19_BTSAL50_P3191202_JPG.rf.35736805e5c127c25924f7145253c38a.jpg"
"19.03.24","B","TSAL51","BTSAL51P",9,"to do","2024_03_19_BTSAL51_P3191207_JPG.rf.4ca23fb16aa1fa258e3bccf24e36fb5c.jpg"
"19.03.24","B","TSAL52","BTSAL52P",8,"to do","2024_03_19_BTSAL52_P3191213_JPG.rf.128972c577dbf4e295fe750046ce8b0c.jpg"
"19.03.24","B","TSAL53","BTSAL53P",7,"to do","2024_03_19_BTSAL53_P3191219_JPG.rf.1dc8e09811319905b2375f753d5dab7c.jpg"
"20.03.24","B","TSAL54","BTSAL54P",37,"to do","2024_03_20_BTSAL54_P3191274_JPG.rf.68f4b103dd2028fec69483d3e2302c8f.jpg"
"20.03.24","B","TSAL56","BTSAL56P",38,"to do","2024_03_20_BTSAL56_P3191279_JPG.rf.b5c8b8bd2f4ef7ad6028d8b7a32eb7b6.jpg"
"20.03.24","B","TSAL57","BTSAL57P",39,"to do","2024_03_20_BTSAL57_P3191282_JPG.rf.04113725d4c157a7a2bee0549a21c859.jpg"
"20.03.24","B","TSAL58","BTSAL58P",40,"to do","2024_03_20_BTSAL58_P3191288_JPG.rf.6b0f0209ef1d7ed2e046ba8914b7abda.jpg"
